artistName,completionYear,detailsUrl,imageUrl,title
T. C. Steele,1897,http://www.wikiart.org/en/t-c-steele/gordon-hill-1897,https://uploads7.wikiart.org/images/t-c-steele/gordon-hill-1897.jpg,Gordon Hill
Alfred Sisley,1874,http://www.wikiart.org/en/alfred-sisley/under-the-bridge-at-hampton-court-1874,https://uploads5.wikiart.org/images/alfred-sisley/under-the-bridge-at-hampton-court-1874.jpg,Under the bridge at Hampton Court
Max Slevogt,1914,http://www.wikiart.org/en/max-slevogt/the-nile-at-aswan,https://uploads0.wikiart.org/images/max-slevogt/the-nile-at-aswan.jpg,The Nile at Aswan
T. C. Steele,1895,http://www.wikiart.org/en/t-c-steele/mysterious-1895,https://uploads6.wikiart.org/images/t-c-steele/mysterious-1895.jpg,Mysterious
Abdullah Suriosubroto,-1,http://www.wikiart.org/en/abdullah-suriosubroto/indonesian-landscape-3,https://uploads6.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-3.jpg,Indonesian Landscape
Abdullah Suriosubroto,-1,http://www.wikiart.org/en/abdullah-suriosubroto/landscape-mountain,https://uploads2.wikiart.org/images/abdullah-suriosubroto/landscape-mountain.jpg,Landscape Mountain
Abdullah Suriosubroto,-1,http://www.wikiart.org/en/abdullah-suriosubroto/suburnya-negeriku,https://uploads1.wikiart.org/images/abdullah-suriosubroto/suburnya-negeriku.jpg,Suburnya Negeriku
Frederic Remington,1903,http://www.wikiart.org/en/frederic-remington/fight-for-the-water-hole-1903,https://uploads1.wikiart.org/images/frederic-remington/fight-for-the-water-hole-1903.jpg,Fight for the Water Hole
Pieter Bruegel the Elder,1559,http://www.wikiart.org/en/pieter-bruegel-the-elder/the-fight-between-carnival-and-lent-1559-1,https://uploads5.wikiart.org/images/pieter-bruegel-the-elder/fight-between-carnival-and-lent-1559.jpg,The Fight between Carnival and Lent
William Turner,1838,http://www.wikiart.org/en/william-turner/flint-castle,https://uploads7.wikiart.org/images/william-turner/flint-castle.jpg,Flint Castle
Roger de La Fresnaye,-1,http://www.wikiart.org/en/roger-de-la-fresnaye/the-bouvier,https://uploads3.wikiart.org/images/roger-de-la-fresnaye/the-bouvier.jpg,The Bouvier
Roger de La Fresnaye,1913,http://www.wikiart.org/en/roger-de-la-fresnaye/married-life-1913,https://uploads0.wikiart.org/images/roger-de-la-fresnaye/married-life-1913.jpg,Married Life
Roger de La Fresnaye,1912,http://www.wikiart.org/en/roger-de-la-fresnaye/the-factory-chimney-meulan-landscape-1912,https://uploads6.wikiart.org/images/roger-de-la-fresnaye/the-factory-chimney-meulan-landscape-1912.jpg,"The Factory Chimney, Meulan Landscape"
Roger de La Fresnaye,1914,http://www.wikiart.org/en/roger-de-la-fresnaye/seated-man-1914,https://uploads7.wikiart.org/images/roger-de-la-fresnaye/seated-man-1914.jpg,Seated man
Roger de La Fresnaye,1909,http://www.wikiart.org/en/roger-de-la-fresnaye/white-house-at-audierne-1909,https://uploads2.wikiart.org/images/roger-de-la-fresnaye/white-house-at-audierne-1909.jpg,White House at Audierne
Wassily Kandinsky,1939,http://www.wikiart.org/en/wassily-kandinsky/composition-x-1939,https://uploads7.wikiart.org/images/wassily-kandinsky/composition-x-1939.jpg,Composition X
Correggio,1530,http://www.wikiart.org/en/correggio/the-assumption-of-the-virgin-1530,https://uploads5.wikiart.org/images/correggio/the-assumption-of-the-virgin-1530.jpg,The Assumption of the Virgin
Edwin Austin Abbey,1896,http://www.wikiart.org/en/edwin-austin-abbey/richard-duke-of-gloucester-and-the-lady-anne-1896,https://uploads3.wikiart.org/images/edwin-austin-abbey/richard-duke-of-gloucester-and-the-lady-anne-1896.jpg,"Richard, Duke of Gloucester, and the Lady Anne"
Albert Anker,1862,http://www.wikiart.org/en/albert-anker/the-school-exam-1862,https://uploads4.wikiart.org/images/albert-anker/the-school-exam-1862.jpg,The school exam
Edwin Austin Abbey,1900,http://www.wikiart.org/en/edwin-austin-abbey/fair-is-my-love-1900,https://uploads1.wikiart.org/images/edwin-austin-abbey/fair-is-my-love-1900.jpg,Fair Is My Love
Sir Lawrence Alma-Tadema,1887,http://www.wikiart.org/en/sir-lawrence-alma-tadema/the-women-of-amphissa-1887,https://uploads0.wikiart.org/images/alma-tadema-lawrence/the-women-of-amphissa-1887.jpg,The Women of Amphissa
Sir Lawrence Alma-Tadema,1865,http://www.wikiart.org/en/sir-lawrence-alma-tadema/egyptian-chess-players-1865,https://uploads1.wikiart.org/images/alma-tadema-lawrence/egyptian-chess-players-1865.jpg,Egyptian Chess Players
Thomas Pollock Anshutz,1880,http://www.wikiart.org/en/thomas-pollock-anshutz/the-ironworkers-noontime-1880,https://uploads8.wikiart.org/images/thomas-pollock-anshutz/the-ironworkers-noontime-1880(1).jpg,The Ironworkers' Noontime
Edward Mitchell Bannister,1868,http://www.wikiart.org/en/edward-mitchell-bannister/untitled-moon-over-a-harbor-1868,https://uploads2.wikiart.org/images/edward-mitchell-bannister/untitled-moon-over-a-harbor-1868.jpg,Untitled (Moon Over a Harbor)
Edward Mitchell Bannister,1880,http://www.wikiart.org/en/edward-mitchell-bannister/woman-standing-near-a-pond-1880,https://uploads1.wikiart.org/images/edward-mitchell-bannister/woman-standing-near-a-pond-1880.jpg,Woman Standing Near a Pond
Alexey  Bogolyubov,1877,http://www.wikiart.org/en/alexey-bogolyubov/the-battle-of-gangut-july-27-1714-1877,https://uploads0.wikiart.org/images/alexey-bogolyubov/the-battle-of-gangut-july-27-1714-1877.jpg,"The Battle of Gangut, July 27, 1714"
Frederic Bazille,1867,http://www.wikiart.org/en/frederic-bazille/family-reunion-1867,https://uploads7.wikiart.org/images/frederic-bazille/family-reunion-1867.jpg,Family Reunion
Bernardo Bellotto,1758,http://www.wikiart.org/en/bernardo-bellotto/the-schloss-hof-garden-side-1758,https://uploads3.wikiart.org/images/bernardo-bellotto/the-schloss-hof-garden-side-1758.jpg,"The Schloss Hof, Garden Side"
Alexey  Bogolyubov,1854,http://www.wikiart.org/en/alexey-bogolyubov/the-battle-of-fregate-flora-against-turkish-steamships-near-pitsunda-november-11-1853-1854,https://uploads7.wikiart.org/images/alexey-bogolyubov/the-battle-of-fregate-flora-against-turkish-steamships-near-pitsunda-november-11-1853-1854.jpg,"The battle of fregate Flora against Turkish steamships near Pitsunda November, 11 1853"
Alexey  Bogolyubov,1853,http://www.wikiart.org/en/alexey-bogolyubov/the-battle-of-athos-1853,https://uploads4.wikiart.org/images/alexey-bogolyubov/the-battle-of-athos-1853.jpg,The Battle of Athos
Lilla Cabot Perry,1901,http://www.wikiart.org/en/lilla-cabot-perry/the-trio-tokyo-japan-1901,https://uploads5.wikiart.org/images/lilla-cabot-perry/the-trio-tokyo-japan-1901.jpg,"The Trio, Tokyo, Japan "
Gustave Caillebotte,1877,http://www.wikiart.org/en/gustave-caillebotte/skiffs-on-the-yerres,https://uploads2.wikiart.org/images/gustave-caillebotte/skiffs-on-the-yerres.jpg,Skiffs on the Yerres
Gustave Caillebotte,1877,http://www.wikiart.org/en/gustave-caillebotte/the-bather-or-the-diver-1877,https://uploads1.wikiart.org/images/gustave-caillebotte/the-bather-or-the-diver-1877.jpg,"The Bather, or The Diver"
John Wilson Carmichael,1847,http://www.wikiart.org/en/john-wilson-carmichael/hms-erebus-and-terror-in-the-antarctic-1847,https://uploads1.wikiart.org/images/john-wilson-carmichael/hms-erebus-and-terror-in-the-antarctic-1847.jpg,HMS Erebus and Terror in the Antarctic
Franklin Carmichael,1926,http://www.wikiart.org/en/franklin-carmichael/jackknife-village-1926,https://uploads4.wikiart.org/images/franklin-carmichael/jackknife-village-1926.jpg,Jackknife Village
William Merritt Chase,1883,http://www.wikiart.org/en/william-merritt-chase/portrait-of-miss-dora-wheeler-1,https://uploads6.wikiart.org/images/william-merritt-chase/portrait-of-miss-dora-wheeler-1.jpg,Portrait of Miss Dora Wheeler
William Merritt Chase,1894,http://www.wikiart.org/en/william-merritt-chase/idle-hours,https://uploads3.wikiart.org/images/william-merritt-chase/idle-hours.jpg,Idle Hours
William Merritt Chase,-1,http://www.wikiart.org/en/william-merritt-chase/at-the-seaside,https://uploads7.wikiart.org/images/william-merritt-chase/at-the-seaside.jpg,At the seaside
William Merritt Chase,1900,http://www.wikiart.org/en/william-merritt-chase/the-beach-at-zandvoort-1900,https://uploads2.wikiart.org/images/william-merritt-chase/the-beach-at-zandvoort-1900.jpg,The Beach at Zandvoort
Emile Claus,-1,http://www.wikiart.org/en/emile-claus/picking-blossoms,https://uploads8.wikiart.org/images/emile-claus/picking-blossoms.jpg,Picking Blossoms
Mikalojus Ciurlionis,1904,http://www.wikiart.org/en/mikalojus-ciurlionis/deluge-i-1904,https://uploads5.wikiart.org/images/mikalojus-ciurlionis/deluge-i-1904.jpg,Deluge (I)
Mikalojus Ciurlionis,1903,http://www.wikiart.org/en/mikalojus-ciurlionis/funeral-symphony-iv-1903,https://uploads7.wikiart.org/images/mikalojus-ciurlionis/funeral-symphony-iv-1903.jpg,Funeral Symphony (IV)
James Charles,1877,http://www.wikiart.org/en/james-charles/chelsea-workhouse-a-bible-reading-our-poor-1877,https://uploads5.wikiart.org/images/james-charles/chelsea-workhouse-a-bible-reading-our-poor-1877.jpg,Chelsea Workhouse: A Bible Reading (Our Poor)
Henri-Edmond Cross,1892,http://www.wikiart.org/en/henri-edmond-cross/plage-de-la-vignassa-1892,https://uploads6.wikiart.org/images/henri-edmond-cross/plage-de-la-vignassa-1892.jpg,Plage de la Vignassa
Camille Corot,1834,http://www.wikiart.org/en/camille-corot/voltarra-the-citadel-1834,https://uploads1.wikiart.org/images/camille-corot/voltarra-the-citadel-1834.jpg,Voltarra the Citadel
Camille Corot,-1,http://www.wikiart.org/en/camille-corot/venice-gondola-on-grand-canal,https://uploads5.wikiart.org/images/camille-corot/venice-gondola-on-grand-canal.jpg,Venice Gondola on Grand Canal
James Webb,-1,http://www.wikiart.org/en/james-webb/cartagena-spain-1870,https://uploads2.wikiart.org/images/james-webb/cartagena-spain-1870.jpg,"Cartagena, Spain"
Wilhelm Trubner,-1,http://www.wikiart.org/en/wilhelm-trubner/neuburg-gates-heidelberg-1913,https://uploads7.wikiart.org/images/wilhelm-trubner/neuburg-gates-heidelberg-1913.jpg,"Neuburg Gates, Heidelberg"
John William Waterhouse,-1,http://www.wikiart.org/en/john-william-waterhouse/ulysses-and-the-sirens-1891,https://uploads4.wikiart.org/images/john-william-waterhouse/ulysses-and-the-sirens-1891.jpg,Ulysses and the Sirens
John William Waterhouse,-1,http://www.wikiart.org/en/john-william-waterhouse/saint-cecilia-1895,https://uploads4.wikiart.org/images/john-william-waterhouse/saint-cecilia-1895.jpg,Saint Cecilia
John William Waterhouse,-1,http://www.wikiart.org/en/john-william-waterhouse/consulting-the-oracle,https://uploads7.wikiart.org/images/john-william-waterhouse/consulting-the-oracle.jpg,Consulting the Oracle
James Webb,-1,http://www.wikiart.org/en/james-webb/evening-off-st-michael-s-mount-1855,https://uploads8.wikiart.org/images/james-webb/evening-off-st-michael-s-mount-1855.jpg,Evening off St Michael's Mount
Franz Richard Unterberger,-1,http://www.wikiart.org/en/franz-richard-unterberger/genoa,https://uploads2.wikiart.org/images/franz-richard-unterberger/genoa.jpg,Genoa
Efim Volkov,-1,http://www.wikiart.org/en/efim-volkov/first-snow,https://uploads2.wikiart.org/images/efim-volkov/first-snow.jpg,First Snow
Franz Richard Unterberger,-1,http://www.wikiart.org/en/franz-richard-unterberger/the-monreale-road-palermo-1884,https://uploads0.wikiart.org/images/franz-richard-unterberger/the-monreale-road-palermo-1884.jpg,"The Monreale Road, Palermo"
Efim Volkov,-1,http://www.wikiart.org/en/efim-volkov/landscape-with-a-pond,https://uploads4.wikiart.org/images/efim-volkov/landscape-with-a-pond.jpg,Landscape with a Pond
Utagawa Kuniyoshi,-1,http://www.wikiart.org/en/utagawa-kuniyoshi/seaweed-gatherers-at-omari,https://uploads6.wikiart.org/images/utagawa-kuniyoshi/seaweed-gatherers-at-omari.jpg,Seaweed Gatherers at Omari
Jan Toorop,-1,http://www.wikiart.org/en/jan-toorop/broek-in-waterland-1889,https://uploads5.wikiart.org/images/jan-toorop/broek-in-waterland-1889.jpg,Broek in Waterland
Giovanni Battista Torriglia,-1,http://www.wikiart.org/en/giovanni-battista-torriglia/a-happy-family,https://uploads4.wikiart.org/images/giovanni-battista-torriglia/a-happy-family.jpg,A Happy Family
Ion Theodorescu-Sion,-1,http://www.wikiart.org/en/ion-theodorescu-sion/femeie-n-parc-1919,https://uploads1.wikiart.org/images/ion-theodorescu-sion/femeie-n-parc-1919.jpg,Woman in the Park
Frits Thaulow,-1,http://www.wikiart.org/en/frits-thaulow/a-factory-building-near-an-icy-river-in-winter,https://uploads4.wikiart.org/images/frits-thaulow/a-factory-building-near-an-icy-river-in-winter.jpg,A Factory Building near an Icy River in Winter
Henri de Toulouse-Lautrec,1892,https://wikiart.org/en/henri-de-toulouse-lautrec/in-bed-the-kiss-1892,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/in-bed-the-kiss-1892.jpg,"In Bed, The Kiss"
Piet Mondrian,1923,https://wikiart.org/en/piet-mondrian/composition-a-1923,https://uploads3.wikiart.org/images/piet-mondrian/composition-a-1923.jpg,Composition A
Gustav Klimt,1918,https://wikiart.org/en/gustav-klimt/lady-with-fan-1918,https://uploads2.wikiart.org/images/gustav-klimt/lady-with-fan-1918.jpg,Lady with Fan
M.C. Escher,1946,https://wikiart.org/en/m-c-escher/eye,https://uploads3.wikiart.org/images/m-c-escher/eye.jpg,Eye
Edouard Manet,1863,https://wikiart.org/en/edouard-manet/the-luncheon-on-the-grass-1863,https://uploads6.wikiart.org/images/edouard-manet/the-luncheon-on-the-grass-1863.jpg,The Luncheon on the Grass
Hieronymus Bosch,1515,https://wikiart.org/en/hieronymus-bosch/the-garden-of-earthly-delights-1515-7,https://uploads7.wikiart.org/images/hieronymus-bosch/the-garden-of-earthly-delights-1515-7.jpg,The Garden of Earthly Delights
M.C. Escher,1948,https://wikiart.org/en/m-c-escher/drawing-hands,https://uploads4.wikiart.org/images/m-c-escher/drawing-hands.jpg,Drawing Hands
Gustav Klimt,1907,https://www.wikiart.org/en/gustav-klimt/portrait-of-adele-bloch-bauer-i-1907-1,https://uploads0.wikiart.org/images/gustav-klimt/portrait-of-adele-bloch-bauer-i(1).jpg,Portrait of Adele Bloch-Bauer I
Andy Warhol,1963,https://wikiart.org/en/andy-warhol/elvis-presley,https://uploads8.wikiart.org/images/andy-warhol/elvis-presley(1).jpg,Elvis I & II
Peter Paul Rubens,1613,https://wikiart.org/en/peter-paul-rubens/jupiter-and-callisto-1613,https://uploads5.wikiart.org/images/peter-paul-rubens/jupiter-and-callisto-1613.jpg,Jupiter and Callisto
 Wassily Kandinsky,1925,https://wikiart.org/en/wassily-kandinsky/yellow-red-blue-1925,https://uploads0.wikiart.org/images/wassily-kandinsky/yellow-red-blue-1925.jpg,Yellow-Red-Blue
M.C. Escher,1957,https://wikiart.org/en/m-c-escher/mosaic-ii,https://uploads0.wikiart.org/images/m-c-escher/mosaic-ii.jpg,Mosaic II
Lucian Freud,1952,https://wikiart.org/en/lucian-freud/girl-with-a-white-dog,https://uploads5.wikiart.org/images/lucian-freud/girl-with-a-white-dog.jpg,Girl with a White Dog
Gustave Courbet,1845,https://wikiart.org/en/gustave-courbet/the-desperate-man-self-portrait-1845,https://uploads5.wikiart.org/images/gustave-courbet/the-desperate-man-self-portrait-1845.jpg,The Desperate Man (Self-Portrait)
Edward Hopper,1929,https://wikiart.org/en/edward-hopper/chop-suey-1929,https://uploads8.wikiart.org/images/edward-hopper/chop-suey-1929.jpg,Chop Suey
M.C. Escher,1968,https://wikiart.org/en/m-c-escher/metamorphosis-iii-1968-1,https://uploads6.wikiart.org/images/m-c-escher/metamorphosis-iii-1968-1.jpg,Metamorphosis III
M.C. Escher,1946,https://wikiart.org/en/m-c-escher/mumified-frog,https://uploads4.wikiart.org/images/m-c-escher/mumified-frog.jpg,Mumified Frog
Gustav Klimt,1903,https://wikiart.org/en/gustav-klimt/farmhouse-with-birch-trees-1903,https://uploads6.wikiart.org/images/gustav-klimt/farmhouse-with-birch-trees-1903.jpg,Farmhouse with Birch Trees
Katsushika Hokusai,1831,https://wikiart.org/en/katsushika-hokusai/the-great-wave-off-kanagawa,https://uploads6.wikiart.org/00129/images/katsushika-hokusai/the-great-wave-off-kanagawa.jpg,The Great Wave off Kanagawa
John William Waterhouse,1893,https://wikiart.org/en/john-william-waterhouse/the-naiad-1893,https://uploads0.wikiart.org/images/john-william-waterhouse/the-naiad-1893.jpg,The Naiad
Leonardo da Vinci,1481,https://wikiart.org/en/leonardo-da-vinci/drawings-of-water-lifting-devices,https://uploads4.wikiart.org/images/leonardo-da-vinci/drawings-of-water-lifting-devices.jpg,Drawings of Water Lifting Devices
M.C. Escher,1926,https://wikiart.org/en/m-c-escher/birds,https://uploads5.wikiart.org/images/m-c-escher/birds.jpg,Birds
Gustav Klimt,1909,https://wikiart.org/en/gustav-klimt/the-tree-of-life-stoclet-frieze,https://uploads6.wikiart.org/images/gustav-klimt/the-tree-of-life-stoclet-frieze.jpg,"The Tree of Life, Stoclet Frieze"
Piet Mondrian,1911,https://wikiart.org/en/piet-mondrian/the-gray-tree-1911,https://uploads3.wikiart.org/images/piet-mondrian/the-gray-tree-1911.jpg,The Gray Tree
Katsushika Hokusai,1830,https://wikiart.org/en/katsushika-hokusai/hibiscus-and-sparrow,https://uploads1.wikiart.org/images/katsushika-hokusai/hibiscus-and-sparrow.jpg,Hibiscus and Sparrow
Leonardo da Vinci,1505,https://wikiart.org/en/leonardo-da-vinci/anatomical-studies,https://uploads7.wikiart.org/images/leonardo-da-vinci/anatomical-studies.jpg,Anatomical studies
Hieronymus Bosch,1485,https://wikiart.org/en/hieronymus-bosch/the-seven-deadly-sins-and-the-four-last-things-1485,https://uploads3.wikiart.org/images/hieronymus-bosch/the-seven-deadly-sins-and-the-four-last-things-1485.jpg,The Seven Deadly Sins and the Four Last Things
Robert Delaunay,1912,https://wikiart.org/en/robert-delaunay/rhythm-1,https://uploads4.wikiart.org/images/robert-delaunay/rhythm-1.jpg,Rhythm
M.C. Escher,-1,https://wikiart.org/en/m-c-escher/symmetry-watercolor-106-bird,https://uploads1.wikiart.org/images/m-c-escher/symmetry-watercolor-106-bird.jpg,Symmetry Watercolor 106 Bird
Edgar Degas,1884,https://wikiart.org/en/edgar-degas/the-pink-dancers-before-the-ballet-1884,https://uploads4.wikiart.org/images/edgar-degas/the-pink-dancers-before-the-ballet-1884.jpg,"The Pink Dancers, Before the Ballet"
Edward Hopper,1951,https://wikiart.org/en/edward-hopper/rooms-by-the-sea,https://uploads1.wikiart.org/images/edward-hopper/rooms-by-the-sea.jpg,Rooms By The Sea
Cy Twombly,1961,https://wikiart.org/en/cy-twombly/untitled,https://uploads8.wikiart.org/images/cy-twombly/untitled.jpg,Untitled
Edward Hopper,1937,https://wikiart.org/en/edward-hopper/sheridan-theatre,https://uploads1.wikiart.org/images/edward-hopper/sheridan-theatre.jpg,Sheridan Theatre
Gustave Dore,-1,https://wikiart.org/en/gustave-dore/the-inferno-canto-21-1,https://uploads6.wikiart.org/images/gustave-dore/the-inferno-canto-21-1.jpg,"The Inferno, Canto 21"
Norman Rockwell,1964,https://wikiart.org/en/norman-rockwell/the-problem-we-all-live-with-1935,https://uploads2.wikiart.org/images/norman-rockwell/the-problem-we-all-live-with-1935.jpg,The problem we all live with
M.C. Escher,1946,https://wikiart.org/en/m-c-escher/magic-mirror,https://uploads3.wikiart.org/images/m-c-escher/magic-mirror.jpg,Magic Mirror
Edouard Manet,1863,https://wikiart.org/en/edouard-manet/olympia-1863,https://uploads6.wikiart.org/images/edouard-manet/olympia-1863.jpg,Olympia
Francisco Goya,1800,https://wikiart.org/en/francisco-goya/nude-maja-1800,https://uploads0.wikiart.org/images/francisco-goya/nude-maja-1800.jpg,Nude Maja
Albrecht Durer,-1,https://wikiart.org/en/albrecht-durer/feet-of-an-apostle,https://uploads4.wikiart.org/images/albrecht-durer/feet-of-an-apostle.jpg,Feet of an apostle
Lucian Freud,1939,https://wikiart.org/en/lucian-freud/box-of-apples-in-wales-1939,https://uploads2.wikiart.org/images/lucian-freud/box-of-apples-in-wales-1939.jpg,Box of Apples in Wales
Norman Rockwell,1953,https://wikiart.org/en/norman-rockwell/portrait-of-norman-rockwell-painting-the-soda-jerk-1953,https://uploads6.wikiart.org/images/norman-rockwell/portrait-of-norman-rockwell-painting-the-soda-jerk-1953.jpg,Portrait of Norman Rockwell Painting the Soda Jerk
Claude Monet,1896,https://wikiart.org/en/claude-monet/the-japanese-bridge-the-bridge-in-monet-s-garden-1896,https://uploads1.wikiart.org/images/claude-monet/the-japanese-bridge-the-bridge-in-monet-s-garden-1896.jpg,The Japanese Bridge (The Bridge in Monet's Garden)
Alphonse Mucha,1895,https://wikiart.org/en/alphonse-mucha/amants-1895,https://uploads6.wikiart.org/images/alphonse-mucha/amants-1895.jpg,Amants
Edward Hopper,1930,https://wikiart.org/en/edward-hopper/the-long-leg,https://uploads6.wikiart.org/images/edward-hopper/the-long-leg.jpg,The Long Leg
Edward Hopper,1949,https://wikiart.org/en/edward-hopper/conference-at-night,https://uploads4.wikiart.org/images/edward-hopper/conference-at-night.jpg,Conference At Night
Edward Hopper,1942,https://wikiart.org/en/edward-hopper/nighthawks,https://uploads4.wikiart.org/images/edward-hopper/nighthawks.jpg,Nighthawks
Edward Hopper,1958,https://wikiart.org/en/edward-hopper/sunlights-in-cafeteria,https://uploads7.wikiart.org/images/edward-hopper/sunlights-in-cafeteria.jpg,Sunlights in Cafeteria
M.C. Escher,1958,https://wikiart.org/en/m-c-escher/circle-limit-i,https://uploads5.wikiart.org/images/m-c-escher/circle-limit-i.jpg,Circle Limit I
Leonardo da Vinci,1495,https://wikiart.org/en/leonardo-da-vinci/the-last-supper-1495,https://uploads0.wikiart.org/images/leonardo-da-vinci/the-last-supper-1495.jpg,The Last Supper
Leonardo da Vinci,1483,https://wikiart.org/en/leonardo-da-vinci/scythed-chariot,https://uploads4.wikiart.org/images/leonardo-da-vinci/scythed-chariot.jpg,Scythed Chariot
Edgar Degas,1872,https://wikiart.org/en/edgar-degas/dance-opera,https://uploads3.wikiart.org/images/edgar-degas/dance-opera.jpg,Dance Opera
Canaletto,1746,https://wikiart.org/en/canaletto/the-river-thames-with-st-paul-s-cathedral-on-lord-mayor-s-day,https://uploads6.wikiart.org/images/canaletto/the-river-thames-with-st-paul-s-cathedral-on-lord-mayor-s-day.jpg,The River Thames with St. Paul's Cathedral on Lord Mayor's Day
Edward Hopper,1950,https://wikiart.org/en/edward-hopper/cape-cod-morning,https://uploads1.wikiart.org/images/edward-hopper/cape-cod-morning.jpg,Cape Cod Morning
Leonardo da Vinci,1473,https://wikiart.org/en/leonardo-da-vinci/landscape-drawing-for-santa-maria-della-neve-1473,https://uploads2.wikiart.org/images/leonardo-da-vinci/landscape-drawing-for-santa-maria-della-neve-1473.jpg,Landscape drawing for Santa Maria della Neve
Leonardo da Vinci,1494,https://wikiart.org/en/leonardo-da-vinci/study-for-the-last-supper-1,https://uploads7.wikiart.org/images/leonardo-da-vinci/study-for-the-last-supper-1.jpg,Study for the Last Supper
Gustav Klimt,1908,https://wikiart.org/en/gustav-klimt/danae-1908,https://uploads3.wikiart.org/images/gustav-klimt/danae-1908.jpg,Danae
Edward Hopper,1947,https://wikiart.org/en/edward-hopper/summer-evening,https://uploads8.wikiart.org/images/edward-hopper/summer-evening.jpg,Summer Evening
Sandro Botticelli,1480,https://wikiart.org/en/sandro-botticelli/the-abyss-of-hell-1480,https://uploads5.wikiart.org/images/sandro-botticelli/the-abyss-of-hell-1480(1).jpg,The Abyss of Hell
Alphonse Mucha,1897,https://wikiart.org/en/alphonse-mucha/cropped-print-of-four-panels-each-depicting-one-of-the-four-seasons-personified-by-a-woman,https://uploads4.wikiart.org/images/alphonse-mucha/cropped-print-of-four-panels-each-depicting-one-of-the-four-seasons-personified-by-a-woman.jpg,Cropped print of four panels each depicting one of the four seasons personified by a woman
M.C. Escher,1938,https://wikiart.org/en/m-c-escher/bird-fish,https://uploads0.wikiart.org/images/m-c-escher/bird-fish.jpg,Bird Fish
Gustav Klimt,1902,https://www.wikiart.org/en/gustav-klimt/the-beethoven-frieze-the-hostile-powers-far-wall-1902-1,https://uploads5.wikiart.org/images/gustav-klimt/the-beethoven-frieze-the-hostile-powers-far-wall.jpg,The Beethoven Frieze: The Hostile Powers. Far Wall
Edgar Degas,1879,https://wikiart.org/en/edgar-degas/two-ballet-dancers,https://uploads1.wikiart.org/images/edgar-degas/two-ballet-dancers.jpg,Two Ballet Dancers
 Wassily Kandinsky,1903,https://wikiart.org/en/wassily-kandinsky/blue-rider-1903,https://uploads4.wikiart.org/images/wassily-kandinsky/blue-rider-1903.jpg,Blue rider
Paul Signac,1909,https://wikiart.org/en/paul-signac/the-pine-tree-at-st-tropez-1909,https://uploads5.wikiart.org/images/paul-signac/the-pine-tree-at-st-tropez-1909.jpg,The Pine Tree at St. Tropez
Edward Hopper,1940,https://wikiart.org/en/edward-hopper/gas,https://uploads6.wikiart.org/images/edward-hopper/gas.jpg,Gas
Edward Hopper,1939,https://wikiart.org/en/edward-hopper/ground-swell,https://uploads6.wikiart.org/images/edward-hopper/ground-swell.jpg,Ground Swell
M.C. Escher,1938,https://wikiart.org/en/m-c-escher/day-and-night,https://uploads4.wikiart.org/images/m-c-escher/day-and-night.jpg,Day and Night
Claude Monet,1885,https://wikiart.org/en/claude-monet/etretat-cliff-of-d-aval-sunset,https://uploads5.wikiart.org/images/claude-monet/etretat-cliff-of-d-aval-sunset.jpg,"Etretat, Cliff of d`Aval, Sunset"
Octavio Ocampo,-1,https://wikiart.org/en/octavio-ocampo/kiss-of-the-sea,https://uploads1.wikiart.org/images/octavio-ocampo/kiss-of-the-sea.jpg,Kiss of the Sea
 Wassily Kandinsky,1913,https://wikiart.org/en/wassily-kandinsky/color-study-squares-with-concentric-circles-1913,https://uploads4.wikiart.org/images/wassily-kandinsky/color-study-squares-with-concentric-circles-1913(1).jpg,Color Study: Squares with Concentric Circles
Gustav Klimt,1902,https://www.wikiart.org/en/gustav-klimt/the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall-1902-1,https://uploads3.wikiart.org/images/gustav-klimt/the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall-1.jpg,The Beethoven Frieze: The Longing for Happiness Finds Repose in Poetry. Right wall
Alphonse Mucha,1896,https://wikiart.org/en/alphonse-mucha/prophetess-1896,https://uploads1.wikiart.org/images/alphonse-mucha/prophetess-1896.jpg,Prophetess
Claude Monet,1863,https://wikiart.org/en/claude-monet/still-life-with-bottles-1863,https://uploads3.wikiart.org/images/claude-monet/still-life-with-bottles-1863.jpg,Still Life With Bottles
Lucian Freud,2004,https://wikiart.org/en/lucian-freud/irish-woman-on-a-bed-2004,https://uploads0.wikiart.org/images/lucian-freud/irish-woman-on-a-bed-2004.jpg,Irish Woman on a Bed
Edward Hopper,1963,https://wikiart.org/en/edward-hopper/sun-in-an-empty-room,https://uploads5.wikiart.org/images/edward-hopper/sun-in-an-empty-room.jpg,Sun in an Empty Room
Gustav Klimt,1887,https://wikiart.org/en/gustav-klimt/female-nude,https://uploads4.wikiart.org/images/gustav-klimt/female-nude.jpg,Female Nude
Edward Hopper,1952,https://wikiart.org/en/edward-hopper/morning-sun,https://uploads5.wikiart.org/images/edward-hopper/morning-sun.jpg,Morning Sun
Lucian Freud,1974,https://wikiart.org/en/lucian-freud/small-naked-portrait-1974,https://uploads0.wikiart.org/images/lucian-freud/small-naked-portrait-1974.jpg,Small Naked Portrait
