artistName,completionYear,detailsUrl,imageUrl,title
Filippo Brunelleschi,1428,https://wikiart.org/en/filippo-brunelleschi/perspective-drawing-for-church-of-santo-spirito-in-florence,https://uploads6.wikiart.org/images/filippo-brunelleschi/perspective-drawing-for-church-of-santo-spirito-in-florence.jpg,Perspective drawing for Church of Santo Spirito in Florence
Edward Hopper,1952,https://wikiart.org/en/edward-hopper/hotel-by-a-railroad,https://uploads4.wikiart.org/images/edward-hopper/hotel-by-a-railroad.jpg,Hotel By A Railroad
M.C. Escher,1939,https://wikiart.org/en/m-c-escher/metamorphosis-ii,https://uploads7.wikiart.org/images/m-c-escher/metamorphosis-ii.jpg,Metamorphosis II
Claude Monet,1864,https://wikiart.org/en/claude-monet/seacoast-at-saint-adresse-sunset,https://uploads7.wikiart.org/images/claude-monet/seacoast-at-saint-adresse-sunset.jpg,"Seacoast at Saint-Adresse, Sunset"
Claude Monet,1874,https://wikiart.org/en/claude-monet/boaters-at-argenteuil,https://uploads5.wikiart.org/images/claude-monet/boaters-at-argenteuil.jpg,Boaters at Argenteuil
Vincent van Gogh,1889,https://wikiart.org/en/vincent-van-gogh/landscape-with-house-and-ploughman-1889,https://uploads3.wikiart.org/images/vincent-van-gogh/landscape-with-house-and-ploughman-1889(2).jpg,Landscape with House and Ploughman
Honore Daumier,1831,https://www.wikiart.org/en/honore-daumier/gargantua-1831,https://uploads4.wikiart.org/images/honore-daumier/gargantua.jpg,Gargantua
Claude Monet,1864,https://wikiart.org/en/claude-monet/boatyard-near-honfleur,https://uploads6.wikiart.org/images/claude-monet/boatyard-near-honfleur.jpg,Boatyard near Honfleur
Francisco de Zurbaran,1640,https://wikiart.org/en/francisco-zurbaran/agnus-dei-1640,https://uploads4.wikiart.org/images/francisco-zurbaran/agnus-dei-1640.jpg,Agnus Dei
Claude Monet,1863,https://wikiart.org/en/claude-monet/a-farmyard-in-normandy,https://uploads0.wikiart.org/images/claude-monet/a-farmyard-in-normandy(1).jpg,A Farmyard in Normandy
John Constable,-1,https://wikiart.org/en/john-constable/nuvens,https://uploads1.wikiart.org/images/john-constable/nuvens.jpg,Nuvens
Lucian Freud,1983,https://wikiart.org/en/lucian-freud/large-interior-w11-after-watteau-1983,https://uploads3.wikiart.org/images/lucian-freud/large-interior-w11-after-watteau-1983.jpg,Large Interior W11 (after Watteau)
Claude Monet,1864,https://wikiart.org/en/claude-monet/lighthouse-at-the-hospice,https://uploads0.wikiart.org/images/claude-monet/lighthouse-at-the-hospice.jpg,Lighthouse at the Hospice
Edward Hopper,1928,https://wikiart.org/en/edward-hopper/not_detected_235605,https://uploads7.wikiart.org/images/edward-hopper/not_detected_235605(1).jpg,Manhattan Bridge Loop
El Lissitzky,1920,https://wikiart.org/en/el-lissitzky/beat-the-whites-with-the-red-wedge-1920,https://uploads5.wikiart.org/images/el-lissitzky/beat-the-whites-with-the-red-wedge-1920.jpg,Beat the Whites with the Red Wedge
Claude Monet,1890,https://wikiart.org/en/claude-monet/poppy-field-in-giverny,https://uploads6.wikiart.org/images/claude-monet/poppy-field-in-giverny.jpg,Poppy Field in Giverny
John William Waterhouse,1888,https://wikiart.org/en/john-william-waterhouse/the-lady-of-shalott-1888,https://uploads1.wikiart.org/images/john-william-waterhouse/the-lady-of-shalott-1888.jpg,The Lady of Shalott
Paul Gauguin,1893,https://wikiart.org/en/paul-gauguin/tahitian-mountains-1893,https://uploads7.wikiart.org/images/paul-gauguin/tahitian-mountains-1893.jpg,Tahitian mountains
Paul Klee,1928,https://wikiart.org/en/paul-klee/cat-and-bird,https://uploads5.wikiart.org/images/paul-klee/cat-and-bird(1).jpg,Cat and Bird
Paul Gauguin,1873,https://wikiart.org/en/paul-gauguin/in-the-forest-saint-cloud-1873,https://uploads5.wikiart.org/images/paul-gauguin/in-the-forest-saint-cloud-1873.jpg,In the forest Saint Cloud
Gustav Klimt,1913,https://wikiart.org/en/gustav-klimt/the-virgin-1913,https://uploads8.wikiart.org/images/gustav-klimt/the-virgin-1913.jpg,The Virgin
Edward Hopper,1940,https://wikiart.org/en/edward-hopper/not_detected_235607,https://uploads7.wikiart.org/images/edward-hopper/not_detected_235607(1).jpg,Room in New York
Lucian Freud,1944,https://wikiart.org/en/lucian-freud/the-painter-s-room-1944,https://uploads7.wikiart.org/images/lucian-freud/the-painter-s-room-1944.jpg,The Painter's Room
Gustav Klimt,1907,https://wikiart.org/en/gustav-klimt/water-snakes-ii,https://uploads8.wikiart.org/images/gustav-klimt/water-snakes-ii.jpg,Water Snakes II
Claude Monet,1900,https://wikiart.org/en/claude-monet/irises-in-monet-s-garden-03,https://uploads2.wikiart.org/images/claude-monet/irises-in-monet-s-garden-03.jpg,Irises in Monet's Garden
Robert Delaunay,1939,https://wikiart.org/en/robert-delaunay/rythm-1,https://uploads3.wikiart.org/images/robert-delaunay/rythm-1.jpg,Rythm
Claude Monet,1864,https://wikiart.org/en/claude-monet/road-in-a-forest-fontainebleau,https://uploads5.wikiart.org/images/claude-monet/road-in-a-forest-fontainebleau.jpg,Road in a Forest Fontainebleau
Francois Boucher,1740,https://www.wikiart.org/en/francois-boucher/the-birth-and-triumph-of-venus-1740-1,https://uploads3.wikiart.org/images/francois-boucher/triumph-of-venus-1740(1).jpg,The Birth and Triumph of Venus
Edvard Munch,1907,https://wikiart.org/en/edvard-munch/the-sick-child-1886,https://uploads3.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,The Sick Child (later)
Claude Monet,1892,https://wikiart.org/en/claude-monet/poplars-on-the-banks-of-the-river-epte-seen-from-the-marsh-1892,https://uploads2.wikiart.org/images/claude-monet/poplars-on-the-banks-of-the-river-epte-seen-from-the-marsh-1892.jpg,"Poplars on the Banks of the River Epte, Seen from the Marsh"
Raphael,1513,https://wikiart.org/en/raphael/putti-detail-from-the-sistine-madonna-1513,https://uploads3.wikiart.org/images/raphael/putti-detail-from-the-sistine-madonna-1513.jpg,"Putti, detail from The Sistine Madonna"
M.C. Escher,1921,https://wikiart.org/en/m-c-escher/paradise,https://uploads8.wikiart.org/images/m-c-escher/paradise.jpg,Paradise
Edgar Degas,1885,https://wikiart.org/en/edgar-degas/dancers-in-pink-1885,https://uploads3.wikiart.org/images/edgar-degas/dancers-in-pink-1885.jpg,Dancers in Pink
Edward Hopper,1943,https://wikiart.org/en/edward-hopper/summertime,https://uploads4.wikiart.org/images/edward-hopper/summertime.jpg,Summertime
Robert Delaunay,-1,https://wikiart.org/en/robert-delaunay/color-explosion,https://uploads2.wikiart.org/images/robert-delaunay/color-explosion.jpg,Color Explosion
Paul Gauguin,1888,https://wikiart.org/en/paul-gauguin/breton-woman-and-goose-by-the-water-1888,https://uploads6.wikiart.org/images/paul-gauguin/breton-woman-and-goose-by-the-water-1888.jpg,Breton Woman and Goose by the Water
Claude Monet,1864,https://wikiart.org/en/claude-monet/farm-near-honfleur,https://uploads2.wikiart.org/images/claude-monet/farm-near-honfleur.jpg,Farm near Honfleur
Balthus,1945,https://wikiart.org/en/balthus/the-golden-years,https://uploads4.wikiart.org/images/balthus/the-golden-years.jpg,The Golden Years
William Turner,1831,https://wikiart.org/en/william-turner/fort-vimieux,https://uploads7.wikiart.org/images/william-turner/fort-vimieux.jpg,Fort Vimieux
Edward Hopper,1909,https://wikiart.org/en/edward-hopper/summer-interior,https://uploads0.wikiart.org/images/edward-hopper/summer-interior.jpg,Summer Interior
Katsushika Hokusai,1834,https://wikiart.org/en/katsushika-hokusai/canary-and-peony,https://uploads6.wikiart.org/images/katsushika-hokusai/canary-and-peony.jpg,Canary and Peony
Norman Rockwell,1944,https://wikiart.org/en/norman-rockwell/visits-a-ration-board-1944,https://uploads4.wikiart.org/images/norman-rockwell/visits-a-ration-board-1944.jpg,Visits a Ration Board
Vincent van Gogh,1862,https://wikiart.org/en/vincent-van-gogh/the-goat-herd-1862,https://uploads6.wikiart.org/images/vincent-van-gogh/the-goat-herd-1862.jpg,The Goat Herd
Edward Hopper,1913,https://wikiart.org/en/edward-hopper/queensborough-bridge,https://uploads5.wikiart.org/images/edward-hopper/queensborough-bridge.jpg,Queensborough-Bridge
Claude Monet,1886,https://wikiart.org/en/claude-monet/the-rocks-of-belle-lle,https://uploads6.wikiart.org/images/claude-monet/the-rocks-of-belle-lle.jpg,The rocks of Belle-Ile
Lucian Freud,1980,https://wikiart.org/en/lucian-freud/naked-man-with-his-friend,https://uploads0.wikiart.org/images/lucian-freud/naked-man-with-his-friend.jpg,Naked Man with his Friend
Claude Monet,1899,https://wikiart.org/en/claude-monet/water-lilies-evening-effect-1899,https://uploads7.wikiart.org/images/claude-monet/water-lilies-evening-effect-1899.jpg,"Water Lilies, Evening Effect"
Edward Hopper,1962,https://wikiart.org/en/edward-hopper/new-york-office,https://uploads0.wikiart.org/images/edward-hopper/new-york-office.jpg,New York Office
Friedensreich Hundertwasser,1994,https://wikiart.org/en/friedensreich-hundertwasser/city-view,https://uploads8.wikiart.org/images/friedensreich-hundertwasser/city-view.jpg,992 City View
Pieter Bruegel the Elder,1560,https://wikiart.org/en/pieter-bruegel-the-elder/children-s-games-1560,https://uploads8.wikiart.org/images/pieter-bruegel-the-elder/children-s-games-1560.jpg,Children's Games
Leonardo da Vinci,1482,https://wikiart.org/en/leonardo-da-vinci/design-for-a-giant-crossbow-1482,https://uploads3.wikiart.org/images/leonardo-da-vinci/design-for-a-giant-crossbow-1482.jpg,Design for a Giant Crossbow
Gustav Klimt,1905,https://wikiart.org/en/gustav-klimt/the-three-ages-of-woman-1905,https://uploads3.wikiart.org/images/gustav-klimt/the-three-ages-of-woman-1905.jpg,The Three Ages of Woman
Lucian Freud,1968,https://wikiart.org/en/lucian-freud/naked-girl-asleep-ii-1968,https://uploads0.wikiart.org/images/lucian-freud/naked-girl-asleep-ii-1968.jpg,Naked Girl Asleep II
Giotto,1306,https://www.wikiart.org/en/giotto/lamentation-the-mourning-of-christ-1306-1,https://uploads3.wikiart.org/images/giotto/lamentation-the-mourning-of-christ.jpg,Lamentation (The Mourning of Christ)
Emil Nolde,1911,https://wikiart.org/en/emil-nolde/mask-still-life-iii-1911,https://uploads6.wikiart.org/images/emil-nolde/mask-still-life-iii-1911.jpg,Mask Still Life III
Balthus,1937,https://wikiart.org/en/balthus/the-white-skirt-1937,https://uploads8.wikiart.org/images/balthus/the-white-skirt-1937.jpg,The white skirt
Edward Hopper,1936,https://wikiart.org/en/edward-hopper/the-circle-theatre,https://uploads3.wikiart.org/images/edward-hopper/the-circle-theatre.jpg,The Circle Theatre
