artistContentId,artistName,completitionYear,contentId,image,title,details
204915,Vincent van Gogh,1889,207190,https://uploads4.wikiart.org/00142/images/vincent-van-gogh/the-starry-night.jpg,The Starry Night,https://www.wikiart.org/en/vincent-van-gogh/the-starry-night-1889
230332,Henri de Toulouse-Lautrec,1892,230453,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/in-bed-the-kiss-1892.jpg,"In Bed, The Kiss",https://wikiart.org/en/henri-de-toulouse-lautrec/in-bed-the-kiss-1892
188828,Sandro Botticelli,1485,189114,https://uploads6.wikiart.org/images/sandro-botticelli/the-birth-of-venus-1485(1).jpg,The Birth of Venus,https://wikiart.org/en/sandro-botticelli/the-birth-of-venus-1485
210477,Raphael,1511,210558,https://uploads6.wikiart.org/images/raphael/school-of-athens-detail-from-right-hand-side-showing-diogenes-on-the-steps-and-euclid-1511.jpg,The School of Athens,https://wikiart.org/en/raphael/school-of-athens-detail-from-right-hand-side-showing-diogenes-on-the-steps-and-euclid-1511
211667,Claude Monet,1875,212081,https://uploads0.wikiart.org/images/claude-monet/madame-monet-and-child(1).jpg,Camille Monet and a Child in the Artist’s Garden in Argenteuil,https://wikiart.org/en/claude-monet/madame-monet-and-child
185969,Piet Mondrian,1923,185989,https://uploads3.wikiart.org/images/piet-mondrian/composition-a-1923.jpg,Composition A,https://wikiart.org/en/piet-mondrian/composition-a-1923
211667,Claude Monet,1873,212026,https://uploads2.wikiart.org/images/claude-monet/impression-sunrise.jpg,"Impression, sunrise",https://wikiart.org/en/claude-monet/impression-sunrise
191443,Gustav Klimt,1918,191513,https://uploads2.wikiart.org/images/gustav-klimt/lady-with-fan-1918.jpg,Lady with Fan,https://wikiart.org/en/gustav-klimt/lady-with-fan-1918
215455,Paul Cezanne,1895,215874,https://uploads1.wikiart.org/images/paul-cezanne/still-life-with-bottle-and-apple-basket-1894.jpg,Basket of Apples,https://wikiart.org/en/paul-cezanne/still-life-with-bottle-and-apple-basket-1894
204422,M.C. Escher,1946,204513,https://uploads3.wikiart.org/images/m-c-escher/eye.jpg,Eye,https://wikiart.org/en/m-c-escher/eye
191982,Edouard Manet,1863,192170,https://uploads6.wikiart.org/images/edouard-manet/the-luncheon-on-the-grass-1863.jpg,The Luncheon on the Grass,https://wikiart.org/en/edouard-manet/the-luncheon-on-the-grass-1863
194778,Hieronymus Bosch,1515,195402,https://uploads7.wikiart.org/images/hieronymus-bosch/the-garden-of-earthly-delights-1515-7.jpg,The Garden of Earthly Delights,https://wikiart.org/en/hieronymus-bosch/the-garden-of-earthly-delights-1515-7
211667,Claude Monet,1903,212001,https://uploads7.wikiart.org/images/claude-monet/house-of-parliament-sun.jpg,House of Parliament Sun,https://wikiart.org/en/claude-monet/house-of-parliament-sun
191285,Henri Rousseau,1910,191326,https://uploads8.wikiart.org/images/henri-rousseau/negro-attacked-by-a-jaguar-1910.jpg,Negro Attacked by a Jaguar,https://wikiart.org/en/henri-rousseau/negro-attacked-by-a-jaguar-1910
204422,M.C. Escher,1948,204488,https://uploads4.wikiart.org/images/m-c-escher/drawing-hands.jpg,Drawing Hands,https://wikiart.org/en/m-c-escher/drawing-hands
